task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
31	03/610c7f	68368	NFCORE_FUNCSCAN:FUNCSCAN:ARG:FARGENE (ec1_S1_L001|class_d_2)	COMPLETED	0	2025-12-23 18:18:27.294	2.1s	2s	14.4%	43.9 MB	97.8 MB	11.7 MB	28.7 MB
32	ec/e4dabf	68424	NFCORE_FUNCSCAN:FUNCSCAN:ARG:FARGENE (ec1_S1_L001|qnr)	COMPLETED	0	2025-12-23 18:18:28.512	1.3s	0ms	42.4%	11.6 MB	16.4 MB	11.7 MB	28.5 MB
33	f1/61a7c6	68477	NFCORE_FUNCSCAN:FUNCSCAN:ARG:FARGENE (ec1_S1_L001|tet_efflux)	COMPLETED	0	2025-12-23 18:18:29.065	904ms	0ms	95.1%	11.6 MB	16.4 MB	11.8 MB	6.2 MB
29	24/6ee615	68527	NFCORE_FUNCSCAN:FUNCSCAN:ARG:FARGENE (ec1_S1_L001|class_c)	COMPLETED	0	2025-12-23 18:18:29.445	1.2s	1s	49.5%	11.6 MB	16.4 MB	11.8 MB	29.4 MB
28	2b/12ca50	68574	NFCORE_FUNCSCAN:FUNCSCAN:ARG:FARGENE (ec1_S1_L001|class_b_3)	COMPLETED	0	2025-12-23 18:18:29.774	1.5s	0ms	37.4%	11.7 MB	16.4 MB	11.7 MB	28.9 MB
22	21/32ebb1	68618	NFCORE_FUNCSCAN:FUNCSCAN:ARG:ABRICATE_RUN (ec1_S1_L001)	COMPLETED	0	2025-12-23 18:18:29.974	6s	5s	113.3%	86.5 MB	577.3 MB	10.7 MB	4.5 MB
23	5a/40bc4b	68667	NFCORE_FUNCSCAN:FUNCSCAN:AMP:MACREL_CONTIGS (ec1_S1_L001)	COMPLETED	0	2025-12-23 18:18:30.639	10s	9s	105.9%	245.7 MB	2.2 GB	51.6 MB	2.7 MB
36	9d/1fea07	68764	NFCORE_FUNCSCAN:FUNCSCAN:ARG:HAMRONIZATION_ABRICATE (ec1_S1_L001)	COMPLETED	0	2025-12-23 18:18:37.029	4s	3s	182.8%	61.9 MB	2.2 GB	40.2 MB	1.3 KB
38	6e/79d20f	68859	NFCORE_FUNCSCAN:FUNCSCAN:AMP:GUNZIP_MACREL_ORFS (ec1_S1_L001.macrel.all_orfs.faa.gz)	COMPLETED	0	2025-12-23 18:18:41.066	920ms	56ms	75.5%	3.5 MB	4.6 MB	967.1 KB	1.8 MB
37	61/c97461	68924	NFCORE_FUNCSCAN:FUNCSCAN:AMP:GUNZIP_MACREL_PRED (ec1_S1_L001.macrel.prediction.gz)	COMPLETED	0	2025-12-23 18:18:41.991	741ms	10ms	53.3%	3.4 MB	4.6 MB	106 KB	53 KB
25	27/ee0aab	68852	NFCORE_FUNCSCAN:FUNCSCAN:AMP:AMPIR (ec1_S1_L001)	COMPLETED	0	2025-12-23 18:18:41.052	11s	9s	217.4%	514.7 MB	2.7 GB	32 MB	3.7 MB
39	d9/89c706	69259	NFCORE_FUNCSCAN:FUNCSCAN:ARG:ARGNORM_ABRICATE (ec1_S1_L001)	COMPLETED	0	2025-12-23 18:18:52.021	3.8s	3s	179.7%	82.1 MB	2.1 GB	28.5 MB	1.6 KB
5	2d/d7382e	67799	NFCORE_FUNCSCAN:FUNCSCAN:ARG:DEEPARG_DOWNLOADDATA	FAILED	137	2025-12-23 18:18:01.910	6m 52s	6m 51s	-	-	-	-	-
16	3c/5c5001	-	NFCORE_FUNCSCAN:FUNCSCAN:SEQKIT_SEQ_LENGTH (ec1_S1_L001)	FAILED	-	-	-	-	-	-	-	-	-
3	bf/8aff2d	67742	NFCORE_FUNCSCAN:FUNCSCAN:BGC:DEEPBGC_DOWNLOAD	ABORTED	-	2025-12-23 18:18:01.867	-	-	-	-	-	-	-
1	5e/27a3fb	67762	NFCORE_FUNCSCAN:FUNCSCAN:ARG:AMRFINDERPLUS_UPDATE (update)	ABORTED	-	2025-12-23 18:18:01.888	-	-	-	-	-	-	-
2	85/d53926	67777	NFCORE_FUNCSCAN:FUNCSCAN:BGC:ANTISMASH_ANTISMASHDOWNLOADDATABASES	ABORTED	-	2025-12-23 18:18:01.900	-	-	-	-	-	-	-
